transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000373861.5	CLPSL1	6	3	35748887	35755787	366	1.8439059076e-06	4.09435370579e-06	2.73218444053e-07	20	55	4	19.1879304778	41.8698172555	3.85060197331	-0.114928798317235	-0.992513870736171	-0.0754171736867222	0.00164846548972643
ENST00000403376.3	CLPSL2	6	3	35744395	35747227	303	1.89768157524e-06	3.86569773116e-06	1.72597462679e-07	9	26	1	8.09024999991	21.5739545955	1.77994655119	-0.19828527418952	-0.466088024164435	0.579096674316666	0.146625366873331
ENST00000373731.2	KCTD20	6	7	36437874	36454952	1260	4.32709632621e-06	1.23762554234e-05	9.25257163219e-07	51	111	3	51.960581	143.1592345	13.41703167	0.082612544359174	1.31465579560872	2.81712072275894	0.399321757575798
ENST00000229812.7	STK38	6	13	36463560	36507979	1398	4.34739427329e-06	1.27323514453e-05	1.24667900787e-06	47	104	3	54.1417825571	148.043351572	19.2083202056	0.601713375268334	1.77052809818723	3.6633891291486	0.853295086026932
ENST00000437635.2	C6orf222	6	11	36285132	36298467	1959	9.20268052612e-06	1.90921068053e-05	1.65876385698e-06	122	305	21	107.919025131	218.950367068	22.9061880559	-0.840299416876492	-2.84441180997782	0.394529125305855	1.39401452747336e-13
ENST00000536438.1	FKBP5	6	10	35543611	35610601	1374	5.10913072053e-06	1.20603018533e-05	9.18238203855e-07	60	119	3	61.5554885469	139.728971137	14.4926957606	0.122908892637775	0.857731811447283	2.99045319551752	0.498849476622916
ENST00000259938.2	CLPS	6	3	35762922	35765065	339	1.75623710162e-06	4.0377207756e-06	1.82104859859e-07	25	38	2	21.155821	47.0055028	3.3205752	-0.518129394322865	0.642465634837749	0.717870621531428	0.0562747598072514
ENST00000373256.4	GLP1R	6	13	39016616	39053849	1392	7.75025883236e-06	1.62049673347e-05	1.53138198746e-06	94	123	6	81.820987216	168.382385385	20.5604825654	-0.834697435559345	1.7106281253963	3.18089051148479	0.0640780487665267
ENST00000373509.5	PIM1	6	6	37138351	37141867	942	7.37127313294e-06	1.29841227397e-05	7.65296452938e-07	72	79	1	86.032633	149.6273853	11.18554629	0.937900773604836	2.82412607205559	3.01679230182714	0.886575782773823
ENST00000274963.8	FGD2	6	16	36973593	36995939	1968	1.06369035044e-05	2.46817794593e-05	1.6528056082e-06	130	283	11	118.244772501	264.305132068	23.1554163177	-0.670175480321756	-0.562453827721695	2.50226469534428	4.70751448593272e-05
ENST00000373616.5	MTCH1	6	12	36936678	36953949	1119	7.56517679796e-06	1.51550244121e-05	1.22470726511e-06	45	53	1	50.7814848027	109.206749639	14.5413852924	0.502962751529318	2.63075219588883	3.51762726792344	0.964878856015847
ENST00000287218.4	ZFAND3	6	6	37787721	38120165	684	3.90160206834e-06	9.43483166091e-06	7.59133679946e-07	36	47	0	38.784958191	93.0097239571	9.91632400964	0.277227795293357	2.33346837596475	3.11935675453544	0.961977905050761
ENST00000359357.3	DNAH8	6	89	38702290	38998168	13473	4.55324193433e-05	0.00011712345879	1.1378021042e-05	557	1413	88	543.767411292	1342.47893801	163.4747087	-0.351793695353237	-0.941415058562027	5.84744098543606	2.09466493164173e-37
ENST00000434837.3	MDGA1	6	17	37605143	37664587	2868	1.99377697494e-05	4.16307642593e-05	2.43554796447e-06	165	251	3	183.381074414	385.281616356	28.7839106833	0.841479738282089	3.3461379332847	4.76062119027362	0.995236956713737
ENST00000373365.4	GLO1	6	6	38645070	38670830	555	2.62832227098e-06	5.26086487156e-06	7.32011249888e-07	25	59	7	28.9081166918	57.1059187018	10.4217331052	0.45061686343707	-0.12259540827609	1.04994317304639	0.000220688734065718
ENST00000373491.3	TBC1D22B	6	13	37225693	37298948	1518	6.57092045944e-06	1.61611764172e-05	1.62797254464e-06	76	115	8	77.0294512849	183.256855181	23.0473860463	0.0727153878261003	2.46622585668227	3.10484501362482	0.0063706262671989
ENST00000405375.1	CDKN1A	6	2	36651878	36653577	495	2.55354994656e-06	7.59095703145e-06	4.54538575368e-07	29	79	3	27.1038021614	79.2237365751	5.48028779104	-0.225797160268586	0.0122951101259305	1.04951832330836	0.0272025507564846
ENST00000355190.3	C6orf89	6	8	36853802	36891217	1065	4.26790595017e-06	9.85913221847e-06	8.44145182051e-07	57	113	8	50.5847699815	113.165733102	12.1040568611	-0.559180230298011	0.00761871184054657	1.16852374049518	8.22352243978553e-05
ENST00000481247.1	BTBD9	6	10	38142760	38565870	1839	6.80223215285e-06	1.84345017013e-05	1.64727513552e-06	106	176	8	80.9998032448	212.333343245	22.764064774	-1.72207068653778	1.21958545466797	3.06528399777272	0.00573299396733052
ENST00000373479.4	RNF8	6	8	37321940	37358534	1458	4.86933669694e-06	1.28959458553e-05	1.5623155986e-06	41	102	1	53.309753167	137.759391415	20.3632126314	1.04519023513968	1.490205150539	4.25053845830185	0.995892884804807
ENST00000423336.1	COX6A1P2	6	1	37012635	37012965	330	2.43507867174e-06	4.77661509342e-06	1.20989384802e-07	14	35	1	26.1190805352072	50.8589968155694	1.66915212269588	1.47007734179859	1.08769803739324	0.513058161657553	0.139600415963223
ENST00000373674.3	PI16	6	6	36922536	36931720	1392	8.22700014817e-06	1.62287085672e-05	7.73320321648e-07	81	143	10	86.2119669835	168.551696895	10.3370140537	0.347990668606542	0.962652839593675	0.103834129202301	4.4012998949913e-07
ENST00000244751.2	CPNE5	6	21	36710044	36807153	1782	1.26344184152e-05	2.39822675232e-05	2.18234452122e-06	129	145	8	133.001008268	246.148878387	29.939015156	0.21507530671305	3.15339721096963	3.97180585460688	0.0778897502698332
ENST00000373408.3	CCDC167	6	4	37450961	37467639	294	1.52916597815e-06	3.58230303205e-06	2.29175302138e-07	22	44	4	18.7442714174	41.6992261431	4.21615199727	-0.466190669596203	-0.174271202111533	0.104277529107945	0.00208987937449307
ENST00000373699.5	PPIL1	6	4	36823588	36842548	501	2.35973527947e-06	5.52556937753e-06	5.42433075184e-07	27	53	4	27.9144214656	63.388227863	7.70207302177	0.107295340224025	0.638195358669185	1.32138958418874	0.013003975971324
ENST00000373451.4	CMTR1	6	23	37403405	37447921	2508	1.01739000868e-05	2.69946708522e-05	2.58824594329e-06	113	182	4	123.744360216	312.684194403	38.3119736513	0.598782151971571	3.61481920947262	5.49121118533655	0.999294924067237
ENST00000336655.2	TMEM217	6	2	37182973	37186806	690	2.4821030406e-06	6.43875173386e-06	4.30424646985e-07	38	67	4	28.960938	73.7905879	5.71499344	-1.04127729556686	0.38665487755271	0.710631229362646	0.00500602743445728
ENST00000341495.2	TREML4	6	5	41196165	41204320	603	2.15858471356e-06	4.82803565849e-06	4.65444404257e-07	31	70	7	25.9974483867	55.485239949	7.08925703113	-0.608240767715912	-0.953097998973929	0.0332071569493373	2.78304131594225e-05
ENST00000229903.4	SAYSD1	6	2	39073207	39082865	552	3.35377604183e-06	6.61231164841e-06	4.36402744332e-07	35	81	5	38.83717	75.7570657	5.78272633	0.381712797840547	-0.294631342758735	0.322428490355561	0.000747903956143336
ENST00000287152.7	KIF6	6	23	39304307	39693086	2445	8.72442365818e-06	2.20647648603e-05	2.78448857346e-06	109	288	30	103.158333355	249.326637793	39.128834869	-0.356563274840066	-1.19796608535597	1.4456280130632	1.03952440427845e-16
ENST00000341376.6	NFYA	6	9	41046828	41065149	1044	3.46105605389e-06	9.40364318062e-06	1.23863161908e-06	46	53	6	42.4600512716	108.988127042	17.5990063245	-0.336787807791398	2.62314729369682	2.7388383111753	0.0220592707694253
ENST00000244709.4	TREM1	6	4	41243862	41254393	705	2.73076588893e-06	6.35648715517e-06	5.37718314915e-07	34	80	6	32.616536	73.6967001	7.76884621	-0.150174827347854	-0.359137230153674	0.628639234539584	0.000343966174620477
ENST00000373060.1	FOXP4	6	16	41533498	41566674	2043	1.32767773783e-05	2.43883939695e-05	1.54019815919e-06	133	197	4	136.340988346	249.582057628	20.8248987475	0.177383289854833	1.62797498360044	3.65216765637144	0.671770825297787
ENST00000483722.1	TREML2	6	5	41160164	41168746	966	3.59941932038e-06	8.65372382216e-06	6.59129555708e-07	43	87	10	39.0095354427	91.6200610907	8.85344020276	-0.396083750344231	0.236085214254024	-0.381707241839852	1.29204332519966e-07
ENST00000373089.5	NCR2	6	5	41303614	41318602	831	3.71222454736e-06	8.11132810373e-06	7.61239049357e-07	58	98	7	42.7583981427	91.6187933855	9.8570421876	-1.44500488039396	-0.326082303144629	0.901432167725002	0.000163783304597834
ENST00000359534.3	KCNK5	6	5	39158665	39196887	1500	8.94396089404e-06	1.78337099231e-05	7.97003171023e-07	97	123	1	103.432417	204.1550988	11.1256932	0.392097634781549	2.77812728741104	3.00712105766633	0.884297675252843
ENST00000244565.3	UNC5CL	6	8	40996111	41002813	1557	8.55463349281e-06	1.85036810455e-05	1.0912475704e-06	89	208	12	93.0678529208	197.901130274	14.8823273805	0.261405431362413	-0.351128773028746	0.74011219921548	1.666644191506e-07
ENST00000244669.2	APOBEC2	6	2	41021086	41029610	675	2.92352734729e-06	6.82167112487e-06	3.9737308795e-07	41	91	2	33.962367	78.1291469	5.34051226	-0.748646708751018	-0.712224917299822	1.43189540792736	0.132007272868405
ENST00000425054.2	KCNK16	6	5	39282899	39290316	969	3.82495003701e-06	8.91902008792e-06	5.56070224718e-07	49	87	4	39.7051476023	90.0697313516	7.39721891304	-0.91446782245422	0.158207525290492	1.23731134375382	0.0113618650298823
ENST00000426005.2	TREML1	6	6	41117341	41122026	936	4.0869945737e-06	8.40026227475e-06	5.75205840862e-07	49	112	8	48.2579219925	96.4990164834	8.64858469689	-0.0662240719840865	-0.771816620048016	0.218466014896834	1.00255175928297e-05
ENST00000373161.1	TSPO2	6	3	41010724	41011876	513	2.06858709404e-06	4.3755855964e-06	3.26075716348e-07	32	44	8	23.6979763103	49.1269911907	4.80015501221	-1.05724970983938	0.357782288370057	-1.44674178546017	4.28516292472018e-07
ENST00000398904.2	DAAM2	6	24	39824078	39869813	3207	1.39398571677e-05	3.80840816097e-05	2.56508129632e-06	152	368	3	136.772599316	360.839133467	31.524801554	-0.80718984284596	-0.184385705873734	5.03252724791456	0.998285962155217
ENST00000479950.1	OARD1	6	5	41035073	41039373	459	1.59505191899e-06	4.11223320242e-06	6.52256494585e-07	24	44	3	19.6745952533	47.5973880324	9.34140083037	-0.604536847108344	0.255042429613431	2.05527011004302	0.12375137115757
ENST00000373113.3	TREM2	6	5	41126501	41130820	693	3.24797719237e-06	7.15007079795e-06	4.40003903191e-07	33	83	10	38.264165614	81.568101238	6.90260378429	0.527573799333336	-0.0775477047570935	-1.16783075428745	2.35316946822257e-08
ENST00000373186.4	MOCS1	6	9	39876822	39895317	1158	5.1857074057e-06	1.3115248866e-05	9.22283515524e-07	61	180	7	58.8004044638	143.05421423	13.7395313447	-0.177829186702732	-1.51088436250319	1.80108177840112	0.000969834096250532
ENST00000338305.6	LRFN2	6	2	40359681	40400852	2370	1.50858176904e-05	3.10725063561e-05	8.00074727638e-07	173	271	3	157.349618412	325.952467493	9.18905851637	-0.773467410839803	1.48876704983046	2.02245451129061	0.117460637188488
ENST00000373231.4	KCNK17	6	5	39267202	39282096	999	6.41092891322e-06	1.2895608055e-05	8.68108908867e-07	48	114	9	60.4869486491	121.518341348	10.1231428983	0.995348113498482	0.33359171697796	0.349676955441882	3.39348404854779e-06
ENST00000373025.3	PGC	6	9	41704589	41715072	1167	6.29407736912e-06	1.21034669336e-05	8.4575065171e-07	64	149	10	74.2541075235	138.768685382	13.1789022612	0.737712635456827	-0.424816644386863	0.867415666567084	3.30129659251128e-06
ENST00000372991.4	CCND3	6	5	41903677	41909387	879	5.06230264485e-06	1.19864552993e-05	6.68909334107e-07	57	78	0	52.6187832769	121.255383273	8.9606172626	-0.374433017669951	1.92134863657727	2.9652318090762	0.946445162222962
ENST00000230323.4	TFEB	6	8	41652336	41658951	1431	7.8365020894e-06	1.6839440178e-05	1.16377379944e-06	71	125	1	80.5837274323	169.499770825	14.8736811022	0.661851196663293	1.67182159035111	3.56346174860937	0.968857337769685
ENST00000372922.4	TRERF1	6	14	42196082	42237328	3603	1.97320640665e-05	4.01479790705e-05	2.72145655304e-06	223	362	3	222.856570744	448.288521449	35.3909805756	-0.00595505619326711	1.9933821013648	5.39346011181439	0.999595776775278
ENST00000458694.1	PRICKLE4	6	6	41751211	41754867	1155	5.97565476483e-06	1.36632355734e-05	1.05852347127e-06	49	128	10	70.219982	157.3218872	14.50787056	1.5698713537502	1.14344153955041	1.17235546336655	7.00664679526374e-06
ENST00000373006.1	USP49	6	4	41766414	41774721	1923	1.19773574909e-05	2.7497447398e-05	1.40725538772e-06	114	175	2	137.382295	313.2281564	17.62088139	1.23671976172835	3.82017003019123	3.6862207427572	0.943537458576996
ENST00000230340.4	BYSL	6	7	41889300	41900444	1314	6.86603757969e-06	1.74541599478e-05	1.21958076782e-06	73	155	5	76.5131875349	190.295702345	16.2990304469	0.248990589756672	1.25147957079003	2.77236230928503	0.0673214421779635
ENST00000244625.2	TBCC	6	1	42712770	42713811	1041	7.28093187353e-06	1.54566626512e-05	6.09586159818e-07	54	131	4	82.91357	175.5462753	7.32583508	1.96851312514317	1.6444941801371	1.21719951883931	0.0110028256898399
ENST00000394237.1	GUCA1A	6	4	42141351	42147141	606	4.03580273281e-06	7.73460535026e-06	5.07135699586e-07	38	79	4	45.7103445348	86.1378787806	7.09817546629	0.706994160139025	0.376173865576357	1.15192011758415	0.00991832803266624
ENST00000372899.1	UBR2	6	47	42532057	42658911	5268	1.73670742346e-05	4.55606460518e-05	5.38723486087e-06	206	406	8	212.130966891	526.088968231	79.1588690851	0.260962886069182	2.56088495055538	7.92262208912123	0.999999880132158
ENST00000230381.5	PRPH2	6	3	42666032	42690072	1041	6.07424864831e-06	1.20167516177e-05	7.00290641761e-07	70	114	2	68.4360685134	133.964169448	8.91680106795	-0.117199091295665	0.843672624455077	2.29451246613059	0.388059586223376
ENST00000230321.6	MDFI	6	4	41606487	41621313	741	4.88887846359e-06	8.50148441935e-06	3.92065801366e-07	51	85	2	52.5904226649	90.4026318495	5.58570076163	0.135958999188632	0.277927281651279	1.50288206182702	0.144418737080253
ENST00000265350.4	MED20	6	4	41874809	41888756	639	2.95018338324e-06	6.74819695637e-06	3.53106051608e-07	34	63	1	35.1025714	78.1348594	5.6771506	0.115368216443024	0.837476143518946	1.94449048499466	0.48894272078137
ENST00000372977.3	TAF8	6	9	42018279	42045283	933	5.51069405514e-06	1.14619921366e-05	8.4110439458e-07	64	112	13	60.2024309751	126.078877275	12.6770420945	-0.303422843616926	0.613287341880965	-0.0898517721480656	3.04223621180909e-09
ENST00000373018.3	FRS3	6	5	41738356	41744725	1479	7.59899950033e-06	1.8912044043e-05	1.21146422561e-06	88	186	2	82.3823024089	201.000770788	13.9457911766	-0.383699317222753	0.517525792270587	3.16871453575587	0.808550861208179
ENST00000230361.3	GUCA1B	6	4	42152552	42162558	603	2.9989011803e-06	6.86264981203e-06	5.73648506062e-07	37	72	5	32.7497941468	73.4895448707	7.51069982937	-0.460421511551784	0.0849876566994202	0.907495111329826	0.00199506191376467
ENST00000053468.3	MRPS10	6	7	42176026	42185587	606	2.37833180472e-06	5.69763606165e-06	6.83052653572e-07	25	61	4	27.7536251342	61.970805057	9.58590374721	0.324037396515961	0.0603194092491482	1.78717298200952	0.0282121460745838
ENST00000314073.5	GLTSCR1L	6	11	42789760	42833184	3240	1.27955126908e-05	2.85006372548e-05	1.93250086795e-06	143	311	0	149.352763333	327.068546773	26.4336245451	0.322261159321884	0.434582712769246	5.09293360093521	0.999918135203136
ENST00000230431.6	DNPH1	6	4	43193470	43197194	525	4.27004694352e-06	9.20248970222e-06	5.10454578638e-07	26	57	5	32.7271688153	70.8985105086	5.71474137291	0.729000080809974	0.807358014863771	0.296169499636866	0.000716569937593186
ENST00000304611.8	PEX6	6	17	42932072	42946888	2943	1.58378857594e-05	3.57450163899e-05	1.74180014777e-06	146	300	9	168.358585559	374.126638205	25.2953264354	1.06825867281211	1.87448181596621	3.20946493035007	0.00284958751998099
ENST00000485511.1	PPP2R5D	6	16	42952415	42979024	1809	7.72846771923e-06	1.94508687489e-05	1.75776838905e-06	100	94	2	92.8641313006	224.613838656	26.1257865984	-0.459063121647803	4.26272479443542	4.67559049928132	0.997520078948917
ENST00000388752.3	MRPL2	6	7	43022011	43027119	918	4.65624447626e-06	1.29171707285e-05	1.13755444702e-06	38	135	7	45.1974933603	131.791211386	14.9961487079	0.663702435787827	-0.136714913822582	2.04541138934756	0.00159372149990342
ENST00000493763.1	RPL7L1	6	6	42847675	42854202	741	2.53472534109e-06	8.05315681469e-06	7.65563069002e-07	23	78	3	30.5316429217	91.8827765237	10.8521151295	0.845013994145547	0.708395557188357	2.36112604982834	0.201503933112919
ENST00000481273.1	PTK7	6	20	43044621	43128619	3237	1.66234489186e-05	3.89241022381e-05	2.31025872165e-06	196	322	5	182.988215671	425.412209299	33.2126889178	-0.596314404336304	2.45235471551154	4.84933430326194	0.975879481016201
ENST00000372585.5	SLC22A7	6	11	43266096	43272463	1647	9.06285404203e-06	1.92908526617e-05	1.50324974623e-06	100	184	12	105.10373338	218.104813767	20.9050626226	0.308621097428264	1.12953413339333	1.92930514135317	3.71516467731254e-06
ENST00000259708.3	KLC4	6	16	43027947	43042410	1914	7.80937966737e-06	2.15226676617e-05	1.63995452743e-06	82	209	6	92.9500653475	244.600283246	24.5874773341	0.704111528085967	1.11337537462482	3.71324153989318	0.236002384577825
ENST00000326974.4	KLHDC3	6	10	42984930	42988471	1149	5.24688254519e-06	1.41378607082e-05	9.41661518805e-07	60	64	0	63.639239	164.3758743	14.86018592	0.282811919726054	3.82936551694646	3.81857982792975	0.993829271351028
ENST00000244711.3	MEA1	6	4	42980207	42981551	558	2.2185562368e-06	5.36791868931e-06	4.4851462379e-07	20	69	3	26.1864469653	61.4195742852	6.55011753298	0.749467121817668	-0.473104330328356	1.37406701405062	0.0434012333734021
ENST00000265354.4	SRF	6	7	43139394	43146928	1527	1.1998158607e-05	2.16920048334e-05	7.45428390016e-07	73	89	0	106.638085811	193.697900276	10.5733741216	2.01941116750607	3.6795269186649	3.2210421493616	0.970031287954396
ENST00000372836.4	CNPY3	6	6	42897308	42906529	837	4.32500826283e-06	8.2352896769e-06	7.31269865404e-07	31	80	2	41.0150714826	78.1663609756	9.75554293063	0.969464022294543	-0.101442645414542	2.45966617273299	0.466081200956065
ENST00000259750.4	TTBK1	6	14	43214398	43253114	3966	2.60522093982e-05	5.52397077667e-05	2.74088239737e-06	212	346	3	230.112871356	482.918493942	30.3141099376	0.74023060862547	3.04748552125779	4.91421692215983	0.9973069629351
ENST00000304672.1	PTCRA	6	4	42883807	42893420	846	4.24140678295e-06	8.86810532233e-06	6.89973750792e-07	36	81	4	38.5493309945	78.7586597115	7.40374428066	0.254546447972589	-0.123530744141173	1.23914153839182	0.0113951526484819
ENST00000408925.2	C6orf226	6	1	42858220	42858526	306	2.82443087713e-06	4.92711473127e-06	1.08614292183e-07	28	63	0	32.42049	56.2443361	1.64971905	0.481293584789075	-0.440600337347503	1.27231509862417	0.494949271877891
ENST00000252050.4	CUL9	6	40	43152048	43192183	7554	3.52567695254e-05	8.45381465144e-05	6.14708947909e-06	414	776	17	410.463561456	959.761500296	85.3023129243	-0.10821152105816	2.90127777677129	7.32562506086041	0.967475855018408
ENST00000535468.1	CUL7	6	26	43005425	43021596	5349	2.60786597142e-05	6.11407827093e-05	4.10694180195e-06	277	624	27	281.039203654	649.105281381	54.7520360385	0.149369313073546	0.481974772241962	3.71521897557635	2.23525658801241e-11
ENST00000372808.3	GNMT	6	6	42928505	42931444	888	5.84011285157e-06	1.21224428956e-05	5.51201711766e-07	43	104	1	54.1470561373	112.241757406	7.59145124692	0.9391227365173	0.380505744621438	2.36978158068434	0.667933555724909
ENST00000372569.3	CRIP3	6	8	43273551	43276530	615	2.7331566846e-06	6.21422418389e-06	6.12339853724e-07	29	77	4	33.5539357391	72.3171871238	10.0619584726	0.487376955766172	-0.269340867793468	1.89304692733176	0.0339026389635781
